gene_id	gene_symbol	description	scientific_name	common_name	tax_id	genomic_range	orientation	location	gene_type	transcript_accession	transcript_name	transcript_length	transcript_cds_coords	protein_accession	isoform_name	protein_length	protein_name
116543988	ITGAE	integrin subunit alpha E	Sapajus apella	tufted capuchin	9515	NW_022437142.1:299621-381046	+	chr Un	PROTEIN_CODING	XM_032270061.1		6205	XM_032270061.1:2435-5947	XP_032125952.1		1170	integrin alpha-E
116577324	ITGAE	integrin subunit alpha E	Mustela erminea	ermine	36723	NC_045631.1:10347277-10411966	+	chr 18	PROTEIN_CODING	XR_004280489.1	transcript variant X2	5477					
116577324	ITGAE	integrin subunit alpha E	Mustela erminea	ermine	36723	NC_045631.1:10347277-10411966	+	chr 18	PROTEIN_CODING	XM_032320359.1	transcript variant X1	5094	XM_032320359.1:1402-4902	XP_032176250.1		1166	integrin alpha-E
116628755	ITGAE	integrin subunit alpha E	Phoca vitulina	harbor seal	9720	NW_022589831.1:190157-233408	+	chr Un	PROTEIN_CODING	XM_032399066.1		3639	XM_032399066.1:1-3549	XP_032254957.1		1182	LOW QUALITY PROTEIN: integrin alpha-E
116745108	ITGAE	integrin subunit alpha E	Phocoena sinus	vaquita	42100	NC_045782.1:11710486-11780418	+	chr 20	PROTEIN_CODING	XM_032615537.1		4406	XM_032615537.1:28-3552	XP_032471428.1		1174	integrin alpha-E
116827779	ITGAE	integrin subunit alpha E	Chelonoidis abingdonii	Abingdon island giant tortoise	106734	NW_022641105.1:924442-985009	-	chr Un	PROTEIN_CODING	XM_032785606.1		5042	XM_032785606.1:100-4305	XP_032641497.1		1401	integrin alpha-E
116861998	ITGAE	integrin subunit alpha E	Lontra canadensis	Northern American river otter	76717	NW_022631211.1:475951-536293	-	chr Un	PROTEIN_CODING	XM_032849002.1	transcript variant X1	3968	XM_032849002.1:236-3748	XP_032704893.1	isoform X1	1170	integrin alpha-E
116861998	ITGAE	integrin subunit alpha E	Lontra canadensis	Northern American river otter	76717	NW_022631211.1:475951-536293	-	chr Un	PROTEIN_CODING	XM_032849003.1	transcript variant X2	3633	XM_032849003.1:248-3526	XP_032704894.1	isoform X2	1092	integrin alpha-E
116909768	Itgae	integrin subunit alpha E	Rattus rattus	black rat	10117	NC_046162.1:42366293-42422662	-	chr 9	PROTEIN_CODING	XM_032913455.1		3764	XM_032913455.1:41-3550	XP_032769346.1		1169	integrin alpha-E
116988734	itgae	integrin subunit alpha E	Amblyraja radiata	thorny skate	386614	NC_045983.1:3056804-3173633	+	chr 28	PROTEIN_CODING	XM_033045589.1		4038	XM_033045589.1:259-3756	XP_032901480.1		1165	integrin alpha-E
117012967	ITGAE	integrin subunit alpha E	Rhinolophus ferrumequinum	greater horseshoe bat	59479	NC_046304.1:14730580-14784645	+	chr 21	PROTEIN_CODING	XR_004421251.1	transcript variant X3	3897					
117012967	ITGAE	integrin subunit alpha E	Rhinolophus ferrumequinum	greater horseshoe bat	59479	NC_046304.1:14730580-14784645	+	chr 21	PROTEIN_CODING	XM_033089537.1	transcript variant X2	4054	XM_033089537.1:465-3866	XP_032945428.1	isoform X2	1133	integrin alpha-E
117012967	ITGAE	integrin subunit alpha E	Rhinolophus ferrumequinum	greater horseshoe bat	59479	NC_046304.1:14730580-14784645	+	chr 21	PROTEIN_CODING	XM_033089536.1	transcript variant X1	4133	XM_033089536.1:448-3945	XP_032945427.1	isoform X1	1165	integrin alpha-E
117060378	ITGAE	integrin subunit alpha E	Lacerta agilis		80427	NC_046326.1:40987026-41022835	-	chr 15	PROTEIN_CODING	XM_033172594.1		3171	XM_033172594.1:1-3099	XP_033028485.1		1032	integrin alpha-E
117067905	ITGAE	integrin subunit alpha E	Trachypithecus francoisi	Francois's langur	54180	NW_022681466.1:68598423-68683753	+	chr Un	PROTEIN_CODING	XM_033185067.1	transcript variant X1	4171	XM_033185067.1:495-4052	XP_033040958.1	isoform X1	1185	integrin alpha-E
117067905	ITGAE	integrin subunit alpha E	Trachypithecus francoisi	Francois's langur	54180	NW_022681466.1:68598423-68683753	+	chr Un	PROTEIN_CODING	XM_033185068.1	transcript variant X2	4093	XM_033185068.1:495-3974	XP_033040959.1	isoform X2	1159	integrin alpha-E
117067905	ITGAE	integrin subunit alpha E	Trachypithecus francoisi	Francois's langur	54180	NW_022681466.1:68598423-68683753	+	chr Un	PROTEIN_CODING	XM_033185069.1	transcript variant X3	3853	XM_033185069.1:44-3634	XP_033040960.1	isoform X3	1196	integrin alpha-E
117348860	ITGAE	integrin subunit alpha E	Geotrypetes seraphini		260995	NC_047098.1:37862831-37999074	+	chr 15	PROTEIN_CODING	XM_033921420.1	transcript variant X1	6251	XM_033921420.1:50-3625	XP_033777311.1	isoform X1	1191	integrin alpha-E
117348860	ITGAE	integrin subunit alpha E	Geotrypetes seraphini		260995	NC_047098.1:37862831-37999074	+	chr 15	PROTEIN_CODING	XM_033921422.1	transcript variant X3	6160	XM_033921422.1:244-3534	XP_033777313.1	isoform X3	1096	integrin alpha-E
117348860	ITGAE	integrin subunit alpha E	Geotrypetes seraphini		260995	NC_047098.1:37862831-37999074	+	chr 15	PROTEIN_CODING	XM_033921421.1	transcript variant X2	6168	XM_033921421.1:120-3542	XP_033777312.1	isoform X2	1140	integrin alpha-E
117710277	Itgae	integrin subunit alpha E	Arvicanthis niloticus	Nile rat	61156	NC_047663.1:48359312-48401557	-	chr 6	PROTEIN_CODING	XM_034505026.1		3779	XM_034505026.1:1-3480	XP_034360917.1		1159	integrin alpha-E
117867545	ITGAE	integrin subunit alpha E	Trachemys scripta elegans		31138	NC_048315.1:3406410-3454946	+	chr 18	PROTEIN_CODING	XM_034752689.1		4457	XM_034752689.1:36-4178	XP_034608580.1		1380	integrin alpha-E
118025166	ITGAE	integrin subunit alpha E	Mirounga leonina	Southern elephant seal	9715	NW_023270503.1:159834-227573	+	chr Un	PROTEIN_CODING	XM_035027497.1		5035	XM_035027497.1:35-3535	XP_034883388.1		1166	integrin alpha-E
118097228	ITGAE	integrin subunit alpha E	Zootoca vivipara	common lizard	8524	NC_083290.1:2983894-3052498	+	chr 15	PROTEIN_CODING	XR_009558590.1	transcript variant X2	3557					
118097228	ITGAE	integrin subunit alpha E	Zootoca vivipara	common lizard	8524	NC_083290.1:2983894-3052498	+	chr 15	PROTEIN_CODING	XM_060283081.1	transcript variant X1	3920	XM_060283081.1:135-3689	XP_060139064.1		1184	integrin alpha-E
118176174	ITGAE	integrin subunit alpha E	Oxyura jamaicensis	ruddy duck	8884	NC_048911.1:7554169-7585306	+	chr 19	PROTEIN_CODING	XM_035342946.1	transcript variant X1	9003	XM_035342946.1:4073-8311	XP_035198837.1	isoform X1	1412	integrin alpha-E
118176174	ITGAE	integrin subunit alpha E	Oxyura jamaicensis	ruddy duck	8884	NC_048911.1:7554169-7585306	+	chr 19	PROTEIN_CODING	XM_035342947.1	transcript variant X2	8994	XM_035342947.1:4073-8302	XP_035198838.1	isoform X2	1409	integrin alpha-E
118176174	ITGAE	integrin subunit alpha E	Oxyura jamaicensis	ruddy duck	8884	NC_048911.1:7554169-7585306	+	chr 19	PROTEIN_CODING	XM_035342948.1	transcript variant X3	6007	XM_035342948.1:1137-5315	XP_035198839.1	isoform X3	1392	integrin alpha-E
118255071	ITGAE	integrin subunit alpha E	Cygnus atratus	black swan	8868	NC_066381.1:7834285-7867167	+	chr 20	PROTEIN_CODING	XM_050714787.1		6459	XM_050714787.1:634-4800	XP_050570744.1		1388	integrin alpha-E
118536159	ITGAE	integrin subunit alpha E	Halichoerus grypus	gray seal	9711	NW_023404196.1:8858-52533	+	chr Un	PROTEIN_CODING	XM_036092850.1		3752	XM_036092850.1:1-3540	XP_035948743.1		1179	LOW QUALITY PROTEIN: integrin alpha-E
118590311	Itgae	integrin subunit alpha E	Onychomys torridus	southern grasshopper mouse	38674	NC_050450.1:61623244-61671068	+	chr 8	PROTEIN_CODING	XM_036198222.1		3659	XM_036198222.1:1-3474	XP_036054115.1		1157	integrin alpha-E
118634745	ITGAE	integrin subunit alpha E	Molossus molossus	Pallas's mastiff bat	27622	NW_023425354.1:44184619-44248209	-	chr Un	PROTEIN_CODING	XM_036269485.1		3711	XM_036269485.1:6-3593	XP_036125378.1		1195	integrin alpha-E
118672008	ITGAE	integrin subunit alpha E	Myotis myotis		51298	NW_023416321.1:38909805-38971351	+	chr Un	PROTEIN_CODING	XM_036341288.1		4393	XM_036341288.1:525-4118	XP_036197181.1		1197	integrin alpha-E
118726723	ITGAE	integrin subunit alpha E	Pipistrellus kuhlii	Kuhl's pipistrelle	59472	NW_023425522.1:12361201-12419252	+	chr Un	PROTEIN_CODING	XM_036451795.2		3937	XM_036451795.2:125-3670	XP_036307688.1		1181	integrin alpha-E
118847403	ITGAE	integrin subunit alpha E	Trichosurus vulpecula	common brushtail	9337	NC_050576.1:441425052-441478746	-	chr 4	PROTEIN_CODING	XM_036755850.1		5294	XM_036755850.1:1-5058	XP_036611745.1		1685	LOW QUALITY PROTEIN: integrin alpha-E
118886482	ITGAE	integrin subunit alpha E	Balaenoptera musculus	blue whale	9771	NC_045804.1:47858544-47927386	-	chr 20	PROTEIN_CODING	XM_036836310.1		3833	XM_036836310.1:66-3593	XP_036692205.1		1175	integrin alpha-E
118913328	ITGAE	integrin subunit alpha E	Manis pentadactyla	Chinese pangolin	143292	NC_080022.1:138960118-139011118	+	chr 4	PROTEIN_CODING	XM_036887246.2	transcript variant X2	3919	XM_036887246.2:802-3855	XP_036743141.2	isoform X2	1017	integrin alpha-E
118913328	ITGAE	integrin subunit alpha E	Manis pentadactyla	Chinese pangolin	143292	NC_080022.1:138960118-139011118	+	chr 4	PROTEIN_CODING	XM_057501025.1	transcript variant X1	3881	XM_057501025.1:802-3873	XP_057357008.1	isoform X1	1023	integrin alpha-E
118913328	ITGAE	integrin subunit alpha E	Manis pentadactyla	Chinese pangolin	143292	NC_080022.1:138960118-139011118	+	chr 4	PROTEIN_CODING	XM_057501027.1	transcript variant X3	2862	XM_057501027.1:173-2854	XP_057357010.1	isoform X3	893	integrin alpha-E
118975557	ITGAE	integrin subunit alpha E	Sturnira hondurensis		192404	NW_023527571.1:307531-366012	-	chr Un	PROTEIN_CODING	XM_037029560.1	transcript variant X2	3841	XM_037029560.1:83-3667	XP_036885455.1	isoform X2	1194	integrin alpha-E
118975557	ITGAE	integrin subunit alpha E	Sturnira hondurensis		192404	NW_023527571.1:307531-366012	-	chr Un	PROTEIN_CODING	XM_037029559.1	transcript variant X1	3937	XM_037029559.1:83-3763	XP_036885454.1	isoform X1	1226	integrin alpha-E
119040173	ITGAE	integrin subunit alpha E	Artibeus jamaicensis	Jamaican fruit-eating bat	9417	NW_026521966.1:2764721-2824912	+	chr Un	PROTEIN_CODING	XM_037133047.2		3981	XM_037133047.2:67-3756	XP_036988942.2		1229	integrin alpha-E
119231482	ITGAE	integrin subunit alpha E	Talpa occidentalis	Iberian mole	50954	NW_023605083.1:87970717-88039506	-	chr Un	PROTEIN_CODING	XM_054689742.1	transcript variant X1	6748	XM_054689742.1:1713-5234	XP_054545717.1	isoform X1	1173	integrin alpha-E
119231482	ITGAE	integrin subunit alpha E	Talpa occidentalis	Iberian mole	50954	NW_023605083.1:87970717-88039506	-	chr Un	PROTEIN_CODING	XM_054689743.1	transcript variant X2	5036	XM_054689743.1:1-3522	XP_054545718.1	isoform X2	1173	integrin alpha-E
119514892	ITGAE	integrin subunit alpha E	Choloepus didactylus	southern two-toed sloth	27675	NC_051324.1:16630569-16724915	+	chr 18	PROTEIN_CODING	XM_037810646.1		3802	XM_037810646.1:61-3585	XP_037666574.1		1174	LOW QUALITY PROTEIN: integrin alpha-E
119563916	ITGAE	integrin subunit alpha E	Chelonia mydas	Green sea turtle	8469	NC_051257.2:3534355-3557945	+	chr 17	PROTEIN_CODING	XM_043531428.1		3232	XM_043531428.1:1-2580	XP_043387363.1		859	LOW QUALITY PROTEIN: integrin alpha-E
119813273	Itgae	integrin subunit alpha E	Arvicola amphibius	Eurasian water vole	1047088	NC_052050.1:47823880-47883818	-	chr 4	PROTEIN_CODING	XM_038328488.1		3709	XM_038328488.1:41-3541	XP_038184416.1		1166	integrin alpha-E
119844795	ITGAE	integrin subunit alpha E	Dermochelys coriacea	leatherback sea turtle	27794	NC_050084.1:3597547-3629531	+	chr 17	PROTEIN_CODING	XM_043499709.1		3796	XM_043499709.1:797-3796	XP_043355644.1		999	integrin alpha-E
119939191	ITGAE	integrin subunit alpha E	Tachyglossus aculeatus	Australian echidna	9261	NC_052082.1:51357974-51422499	+	chr 17	PROTEIN_CODING	XM_038759019.1		3798	XM_038759019.1:36-3467	XP_038614947.1		1143	integrin alpha-E
120224766	ITGAE	integrin subunit alpha E	Hyaena hyaena	striped hyena	95912	NW_024081876.1:230423-306533	-	chr Un	PROTEIN_CODING	XM_039223030.1		3842	XM_039223030.1:1-3558	XP_039078961.1		1185	LOW QUALITY PROTEIN: integrin alpha-E
120387173	ITGAE	integrin subunit alpha E	Mauremys reevesii	Reeves's turtle	260615	NC_052642.1:21470730-21526149	-	chr 20	PROTEIN_CODING	XM_039507483.1	transcript variant X2	4813	XM_039507483.1:209-4552	XP_039363417.1	isoform X2	1447	integrin alpha-E
120387173	ITGAE	integrin subunit alpha E	Mauremys reevesii	Reeves's turtle	260615	NC_052642.1:21470730-21526149	-	chr 20	PROTEIN_CODING	XM_039507482.1	transcript variant X1	4816	XM_039507482.1:209-4555	XP_039363416.1	isoform X1	1448	integrin alpha-E
120621081	ITGAE	integrin subunit alpha E	Pteropus giganteus	Indian flying fox	143291	NW_024349799.1:16838474-16896253	-	chr Un	PROTEIN_CODING	XM_039886394.1		5479	XM_039886394.1:949-4437	XP_039742328.1		1162	integrin alpha-E
120866651	ITGAE	integrin subunit alpha E	Oryx dammah	scimitar-horned oryx	59534	NW_024070192.1:37711705-37773625	+	chr Un	PROTEIN_CODING	XM_040244444.1		5223	XM_040244444.1:52-3564	XP_040100378.1		1170	integrin alpha-E
120927739	ITGAE	integrin subunit alpha E	Rana temporaria	common frog	8407	NC_053490.1:462137677-462258535	+	chr 2	PROTEIN_CODING	XM_040338624.1		3534	XM_040338624.1:162-3437	XP_040194558.1		1091	integrin alpha-E
120994640	ITGAE	integrin subunit alpha E	Bufo bufo	common toad	8384	NC_053391.1:94775527-94913479	-	chr 3	PROTEIN_CODING	XR_005777447.1	transcript variant X2	3196					
120994640	ITGAE	integrin subunit alpha E	Bufo bufo	common toad	8384	NC_053391.1:94775527-94913479	-	chr 3	PROTEIN_CODING	XM_040423354.1	transcript variant X1	5533	XM_040423354.1:66-3638	XP_040279288.1		1190	integrin alpha-E
121017356	ITGAE	integrin subunit alpha E	Puma yagouaroundi	jaguarundi	1608482	NW_024412446.1:11439653-11515040	-	chr Un	PROTEIN_CODING	XM_040455566.1	transcript variant X3	4947	XM_040455566.1:60-3503	XP_040311500.1	isoform X3	1147	integrin alpha-E
121017356	ITGAE	integrin subunit alpha E	Puma yagouaroundi	jaguarundi	1608482	NW_024412446.1:11439653-11515040	-	chr Un	PROTEIN_CODING	XM_040455564.1	transcript variant X1	5043	XM_040455564.1:60-3599	XP_040311498.1	isoform X1	1179	integrin alpha-E
121017356	ITGAE	integrin subunit alpha E	Puma yagouaroundi	jaguarundi	1608482	NW_024412446.1:11439653-11515040	-	chr Un	PROTEIN_CODING	XM_040455569.1	transcript variant X5	4743	XM_040455569.1:108-3299	XP_040311503.1	isoform X5	1063	integrin alpha-E
121017356	ITGAE	integrin subunit alpha E	Puma yagouaroundi	jaguarundi	1608482	NW_024412446.1:11439653-11515040	-	chr Un	PROTEIN_CODING	XM_040455567.1	transcript variant X4	3704	XM_040455567.1:60-3461	XP_040311501.1	isoform X4	1133	integrin alpha-E
121017356	ITGAE	integrin subunit alpha E	Puma yagouaroundi	jaguarundi	1608482	NW_024412446.1:11439653-11515040	-	chr Un	PROTEIN_CODING	XM_040455565.1	transcript variant X2	4309	XM_040455565.1:578-4066	XP_040311499.1	isoform X2	1162	integrin alpha-E
121057946	ITGAE	integrin subunit alpha E	Cygnus olor	mute swan	8869	NC_049188.1:7901317-7933174	+	chr 20	PROTEIN_CODING	XR_005814031.1	transcript variant X5	4582					
121057946	ITGAE	integrin subunit alpha E	Cygnus olor	mute swan	8869	NC_049188.1:7901317-7933174	+	chr 20	PROTEIN_CODING	XM_040532765.1	transcript variant X2	6837	XM_040532765.1:2794-6147	XP_040388699.1	isoform X1	1117	integrin alpha-E
121057946	ITGAE	integrin subunit alpha E	Cygnus olor	mute swan	8869	NC_049188.1:7901317-7933174	+	chr 20	PROTEIN_CODING	XM_040532764.1	transcript variant X1	5483	XM_040532764.1:1440-4793	XP_040388698.1	isoform X1	1117	integrin alpha-E
121057946	ITGAE	integrin subunit alpha E	Cygnus olor	mute swan	8869	NC_049188.1:7901317-7933174	+	chr 20	PROTEIN_CODING	XM_040532766.1	transcript variant X3	6444	XM_040532766.1:2401-5754	XP_040388700.1	isoform X1	1117	integrin alpha-E
121057946	ITGAE	integrin subunit alpha E	Cygnus olor	mute swan	8869	NC_049188.1:7901317-7933174	+	chr 20	PROTEIN_CODING	XM_040532767.1	transcript variant X4	4134	XM_040532767.1:121-3444	XP_040388701.1	isoform X2	1107	integrin alpha-E
121170298	ITGAE	integrin subunit alpha E	Ochotona curzoniae	black-lipped pika	130825	NW_024467094.1:10165129-10215287	+	chr Un	PROTEIN_CODING	XM_041001370.1		3984	XM_041001370.1:76-3555	XP_040857304.1		1159	integrin alpha-E
121457073	Itgae	integrin subunit alpha E	Microtus oregoni	creeping vole	111838	NW_024543074.1:25508914-25567957	-	chr Un	PROTEIN_CODING	XM_041665713.1		3849	XM_041665713.1:23-3523	XP_041521647.1		1166	integrin alpha-E
121473013	ITGAE	integrin subunit alpha E	Vulpes lagopus	Arctic fox	494514	NC_054835.1:13782184-13856478	+	chr 12	PROTEIN_CODING	XM_041724845.1	transcript variant X4	3725	XM_041724845.1:63-3479	XP_041580779.1	isoform X4	1138	integrin alpha-E
121473013	ITGAE	integrin subunit alpha E	Vulpes lagopus	Arctic fox	494514	NC_054835.1:13782184-13856478	+	chr 12	PROTEIN_CODING	XM_041724842.1	transcript variant X1	3813	XM_041724842.1:63-3575	XP_041580776.1	isoform X1	1170	integrin alpha-E
121473013	ITGAE	integrin subunit alpha E	Vulpes lagopus	Arctic fox	494514	NC_054835.1:13782184-13856478	+	chr 12	PROTEIN_CODING	XM_041724843.1	transcript variant X2	3798	XM_041724843.1:63-3572	XP_041580777.1	isoform X2	1169	integrin alpha-E
121473013	ITGAE	integrin subunit alpha E	Vulpes lagopus	Arctic fox	494514	NC_054835.1:13782184-13856478	+	chr 12	PROTEIN_CODING	XM_041724847.1	transcript variant X6	3693	XM_041724847.1:63-3467	XP_041580781.1	isoform X6	1134	integrin alpha-E
121473013	ITGAE	integrin subunit alpha E	Vulpes lagopus	Arctic fox	494514	NC_054835.1:13782184-13856478	+	chr 12	PROTEIN_CODING	XM_041724846.1	transcript variant X5	3702	XM_041724846.1:63-3476	XP_041580780.1	isoform X5	1137	integrin alpha-E
121473013	ITGAE	integrin subunit alpha E	Vulpes lagopus	Arctic fox	494514	NC_054835.1:13782184-13856478	+	chr 12	PROTEIN_CODING	XM_041724844.1	transcript variant X3	3842	XM_041724844.1:94-3603	XP_041580778.1	isoform X3	1169	integrin alpha-E
121917006	ITGAE	integrin subunit alpha E	Sceloporus undulatus	fence lizard	8520	NC_056532.1:7106343-7141944	-	chr 11	PROTEIN_CODING	XM_042442597.1		2620	XM_042442597.1:1-2142	XP_042298531.1		713	integrin alpha-E
122124862	Itgae	integrin subunit alpha E	Dipodomys spectabilis	banner-tailed kangaroo rat	105255	NW_024870927.1:564864-625390	+	chr Un	PROTEIN_CODING	XM_042699456.1		3694	XM_042699456.1:1-3480	XP_042555390.1		1159	integrin alpha-E
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XR_006196291.1	transcript variant X2	5691					
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XR_006196292.1	transcript variant X7	3679					
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XM_042914516.1	transcript variant X1	5480	XM_042914516.1:368-3910	XP_042770450.1	isoform X1	1180	integrin alpha-E
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XM_042914519.1	transcript variant X4	5375	XM_042914519.1:368-3805	XP_042770453.1	isoform X3	1145	integrin alpha-E
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XM_042914521.1	transcript variant X6	3843	XM_042914521.1:368-3763	XP_042770455.1	isoform X5	1131	integrin alpha-E
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XM_042914520.1	transcript variant X5	5338	XM_042914520.1:367-3768	XP_042770454.1	isoform X4	1133	integrin alpha-E
122205905	ITGAE	integrin subunit alpha E	Panthera leo	lion	9689	NC_056692.1:13210625-13276041	+	chr E1	PROTEIN_CODING	XM_042914518.1	transcript variant X3	5425	XM_042914518.1:367-3855	XP_042770452.1	isoform X2	1162	integrin alpha-E
122447192	ITGAE	integrin subunit alpha E	Cervus canadensis		1574408	NC_057386.1:35995905-36046700	+	chr 1	PROTEIN_CODING	XM_043477684.1		3838	XM_043477684.1:70-3603	XP_043333619.1		1177	integrin alpha-E
122485076	ITGAE	integrin subunit alpha E	Prionailurus bengalensis	leopard cat	37029	NC_057347.1:13232662-13305522	+	chr E1	PROTEIN_CODING	XM_043583380.1		3996	XM_043583380.1:1-3546	XP_043439315.1		1181	LOW QUALITY PROTEIN: integrin alpha-E
122694544	ITGAE	integrin subunit alpha E	Cervus elaphus	red deer	9860	NC_057819.1:97040118-97090973	-	chr 5	PROTEIN_CODING	XM_043903418.1		3838	XM_043903418.1:70-3603	XP_043759353.1		1177	integrin alpha-E
122745362	ITGAE	integrin subunit alpha E	Dromiciops gliroides	monito del monte	33562	NC_057863.1:1137232-1180589	+	chr 3	PROTEIN_CODING	XM_043990609.1		5250	XM_043990609.1:214-3756	XP_043846544.1		1180	integrin alpha-E
122787946	ITGAE	integrin subunit alpha E	Protopterus annectens	West African lungfish	7888	NC_056747.1:647378609-648576839	-	chr 13.part0	PROTEIN_CODING	XM_044054873.1		4493	XM_044054873.1:126-4493	XP_043910808.1		1455	integrin alpha-E
122906823	ITGAE	integrin subunit alpha E	Neogale vison	American mink	452646	NC_058095.1:67113153-67176356	+	chr 5	PROTEIN_CODING	XM_044249231.1		4340	XM_044249231.1:627-4130	XP_044105166.1		1167	integrin alpha-E
122930384	ITGAE	integrin subunit alpha E	Bufo gargarizans	Asiatic toad	30331	NC_058082.1:475895405-476045938	-	chr 3	PROTEIN_CODING	XM_044283743.1		6322	XM_044283743.1:70-3639	XP_044139678.1		1189	integrin alpha-E
123023564	ITGAE	integrin subunit alpha E	Varanus komodoensis	Komodo dragon	61221	NW_025335587.1:19984219-20011051	-	chr Un	PROTEIN_CODING	XM_044430405.1		3393	XM_044430405.1:1-2910	XP_044286340.1		969	integrin alpha-E
123241985	ITGAE	integrin subunit alpha E	Gracilinanus agilis	Agile Gracile Mouse Opossum	191870	NC_058132.1:639581603-639608754	+	chr 3	PROTEIN_CODING	XM_044669479.1		4595	XM_044669479.1:1-4590	XP_044525414.1		1529	integrin alpha-E
123353252	ITGAE	integrin subunit alpha E	Mauremys mutica	yellowpond turtle	74926	NC_059090.1:23358673-23409932	-	chr 19	PROTEIN_CODING	XM_044994223.1		9012	XM_044994223.1:1-4122	XP_044850158.1		1373	LOW QUALITY PROTEIN: integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487684.1	transcript variant X4	3620	XM_045487684.1:62-3589	XP_045343640.1	isoform X4	1175	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487680.1	transcript variant X1	3858	XM_045487680.1:62-3622	XP_045343636.1	isoform X1	1186	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487688.1	transcript variant X8	3753	XM_045487688.1:62-3517	XP_045343644.1	isoform X8	1151	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487687.1	transcript variant X7	3762	XM_045487687.1:62-3526	XP_045343643.1	isoform X7	1154	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487689.1	transcript variant X9	3666	XM_045487689.1:62-3430	XP_045343645.1	isoform X9	1122	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487685.1	transcript variant X5	3804	XM_045487685.1:62-3568	XP_045343641.1	isoform X5	1168	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487683.1	transcript variant X3	3843	XM_045487683.1:62-3607	XP_045343639.1	isoform X3	1181	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487686.1	transcript variant X6	3789	XM_045487686.1:62-3553	XP_045343642.1	isoform X6	1163	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487682.1	transcript variant X2	4292	XM_045487682.1:499-4056	XP_045343638.1	isoform X2	1185	integrin alpha-E
123603160	ITGAE	integrin subunit alpha E	Leopardus geoffroyi	Geoffroy's cat	46844	NC_059330.1:13193450-13266709	+	chr E1	PROTEIN_CODING	XM_045487690.1	transcript variant X10	3556	XM_045487690.1:108-3320	XP_045343646.1	isoform X10	1070	integrin alpha-E
123620638	ITGAE	integrin subunit alpha E	Lemur catta	Ring-tailed lemur	9447	NC_059142.1:14991765-15048712	+	chr 15	PROTEIN_CODING	XM_045526069.1	transcript variant X4	3130	XM_045526069.1:78-3032	XP_045382025.1	isoform X4	984	integrin alpha-E
123620638	ITGAE	integrin subunit alpha E	Lemur catta	Ring-tailed lemur	9447	NC_059142.1:14991765-15048712	+	chr 15	PROTEIN_CODING	XM_045526070.1	transcript variant X5	3052	XM_045526070.1:78-2954	XP_045382026.1	isoform X5	958	integrin alpha-E
123620638	ITGAE	integrin subunit alpha E	Lemur catta	Ring-tailed lemur	9447	NC_059142.1:14991765-15048712	+	chr 15	PROTEIN_CODING	XM_045526066.1	transcript variant X1	3810	XM_045526066.1:66-3581	XP_045382022.1	isoform X1	1171	integrin alpha-E
